Teacher IATeacher Initial,Teacher ATeacher Initial,Teacher IABTeacher Initial,Teacher ABTeacher Initial,Teacher IBTeacher Initial,Teacher BTeacher Initial,Teacher ITeacher Initial,S Test,IB T-S Top 1 Fidelity,IAB T-S Top 1 Fidelity,B T-S KL,IA T-S Top 1 Fidelity,I,IA,IA T-S KL,IAB,Contrastive Loss,I T-S Top 1 Fidelity,A T-S Top 1 Fidelity,S Loss,AB,A T-S KL,B,A,IB,AB T-S Top 1 Fidelity,B T-S Top 1 Fidelity,T-S Top 1 Fidelity,S Train,I T-S KL,IB T-S KL,LR,IAB T-S KL,T-S KL,AB T-S KL,T Train,Group Name
26.225490196078432,100.0,38.2046568627451,100.0,23.345588235294116,18.137254901960784,13.051470588235293,10.21875,16.40625,13.90625,1.9423402547836304,11.0625,9.53125,10.21875,1.213606595993042,10.53125,34.36500930786133,12.125,19.5,1.0330184698104858,10.5,2.444089651107788,10.78125,19.5,11.5625,10.65625,22.90625,11.28125,10.845588235294118,1.0124192237854004,1.6152178049087524,0.004999741114163738,1.8171104192733765,1.2071949243545532,2.541184902191162,38.23529411764706,"{'T': 'AB', 'S': 'IA'}"
