Teacher ATeacher Initial,AB,IAB T-S Top 1 Fidelity,IA T-S Top 1 Fidelity,A T-S Top 1 Fidelity,T-S KL,Teacher IBTeacher Initial,T Train,IA T-S KL,AB T-S Top 1 Fidelity,IAB T-S KL,Teacher IABTeacher Initial,B T-S KL,I,I T-S Top 1 Fidelity,Teacher ABTeacher Initial,IB,IB T-S Top 1 Fidelity,AB T-S KL,LR,Contrastive Loss,S Loss,A,B T-S Top 1 Fidelity,IB T-S KL,T-S Top 1 Fidelity,S Train,Teacher BTeacher Initial,B,IAB,A T-S KL,Teacher ITeacher Initial,I T-S KL,S Test,Teacher IATeacher Initial,IA,Group Name
89.73651960784314,15.15625,9.625,10.34375,9.6875,1.577379584312439,31.954656862745097,69.17892156862744,1.0372169017791748,14.28125,1.5770339965820312,48.682598039215684,1.971761703491211,9.0,9.125,99.96936274509804,9.875,10.3125,2.20938777923584,0.004999741114163738,45.756465911865234,1.3777343034744263,9.625,0.40625,1.2360316514968872,10.0,8.302696078431373,35.47794117647059,13.9375,9.09375,1.4059158563613892,10.9375,0.8118220567703247,9.3125,27.665441176470587,9.40625,"{'T': 'AB', 'S': 'IAB'}"
