[2023-08-02 01:41:52,119][root][INFO] - Hydra current working directory: C:\Users\rageo\Documents\robust-socratic\Lent
[2023-08-02 01:42:32,931][root][INFO] - defaultdict(<class 'float'>, {'C': 9.834558823529411, 'B': 18.627450980392158, 'M': 9.987745098039216, 'MB': 10.018382352941176, 'CM': 9.681372549019608, 'CB': 9.681372549019608, 'CMB': 9.681372549019608})
[2023-08-02 01:42:51,272][root][INFO] - defaultdict(<class 'float'>, {'C': 25.67401960784314, 'B': 0.09191176470588236, 'M': 10.477941176470589, 'MB': 10.416666666666666, 'CM': 21.047794117647058, 'CB': 22.54901960784314, 'CMB': 19.209558823529413})
[2023-08-02 01:43:09,711][root][INFO] - defaultdict(<class 'float'>, {'C': 31.372549019607842, 'B': 10.53921568627451, 'M': 8.180147058823529, 'MB': 8.455882352941176, 'CM': 22.732843137254903, 'CB': 30.912990196078432, 'CMB': 21.47671568627451})
[2023-08-02 01:43:28,020][root][INFO] - defaultdict(<class 'float'>, {'C': 36.27450980392157, 'B': 9.742647058823529, 'M': 4.411764705882353, 'MB': 2.144607843137255, 'CM': 29.871323529411764, 'CB': 33.57843137254902, 'CMB': 28.339460784313726})
[2023-08-02 01:43:46,307][root][INFO] - defaultdict(<class 'float'>, {'C': 39.0625, 'B': 4.626225490196078, 'M': 11.060049019607844, 'MB': 8.486519607843137, 'CM': 32.689950980392155, 'CB': 36.12132352941177, 'CMB': 29.41176470588235})
[2023-08-02 01:44:04,731][root][INFO] - defaultdict(<class 'float'>, {'C': 47.27328431372549, 'B': 7.751225490196078, 'M': 6.495098039215686, 'MB': 3.3088235294117645, 'CM': 40.65563725490196, 'CB': 43.658088235294116, 'CMB': 36.67279411764706})
[2023-08-02 01:44:24,045][root][INFO] - defaultdict(<class 'float'>, {'C': 44.240196078431374, 'B': 2.3284313725490198, 'M': 12.040441176470589, 'MB': 10.17156862745098, 'CM': 41.78921568627451, 'CB': 39.368872549019606, 'CMB': 37.224264705882355})
[2023-08-02 01:44:42,161][root][INFO] - defaultdict(<class 'float'>, {'C': 49.66299019607843, 'B': 10.355392156862745, 'M': 7.169117647058823, 'MB': 4.013480392156863, 'CM': 42.40196078431372, 'CB': 45.25122549019608, 'CMB': 37.56127450980392})
[2023-08-02 01:45:00,724][root][INFO] - defaultdict(<class 'float'>, {'C': 30.269607843137255, 'B': 10.355392156862745, 'M': 10.355392156862745, 'MB': 10.355392156862745, 'CM': 29.31985294117647, 'CB': 29.779411764705884, 'CMB': 30.269607843137255})
[2023-08-02 01:45:19,604][root][INFO] - defaultdict(<class 'float'>, {'C': 42.310049019607845, 'B': 9.099264705882353, 'M': 4.319852941176471, 'MB': 0.49019607843137253, 'CM': 38.572303921568626, 'CB': 39.9203431372549, 'CMB': 37.377450980392155})
[2023-08-02 01:45:39,570][root][INFO] - defaultdict(<class 'float'>, {'C': 49.1421568627451, 'B': 10.355392156862745, 'M': 4.442401960784314, 'MB': 3.7683823529411766, 'CM': 46.90563725490196, 'CB': 44.36274509803921, 'CMB': 43.872549019607845})
[2023-08-02 01:45:59,247][root][INFO] - defaultdict(<class 'float'>, {'C': 50.79656862745098, 'B': 12.653186274509803, 'M': 4.197303921568627, 'MB': 2.0220588235294117, 'CM': 46.1703431372549, 'CB': 47.45710784313726, 'CMB': 42.92279411764706})
[2023-08-02 01:46:18,393][root][INFO] - defaultdict(<class 'float'>, {'C': 53.09436274509804, 'B': 10.355392156862745, 'M': 10.14093137254902, 'MB': 9.895833333333334, 'CM': 49.17279411764706, 'CB': 49.325980392156865, 'CMB': 45.12867647058823})
[2023-08-02 01:46:37,143][root][INFO] - defaultdict(<class 'float'>, {'C': 50.15318627450981, 'B': 10.355392156862745, 'M': 5.759803921568627, 'MB': 6.770833333333333, 'CM': 43.78063725490196, 'CB': 45.37377450980392, 'CMB': 39.03186274509804})
[2023-08-02 01:46:57,976][root][INFO] - defaultdict(<class 'float'>, {'C': 53.86029411764706, 'B': 11.243872549019608, 'M': 6.004901960784314, 'MB': 3.707107843137255, 'CM': 47.33455882352941, 'CB': 49.724264705882355, 'CMB': 44.6078431372549})
[2023-08-02 01:47:18,623][root][INFO] - defaultdict(<class 'float'>, {'C': 55.85171568627451, 'B': 10.355392156862745, 'M': 5.882352941176471, 'MB': 3.952205882352941, 'CM': 50.58210784313726, 'CB': 50.643382352941174, 'CMB': 46.29289215686274})
